clinic_name,description,medical_unit_type,clinic_schedule,primary_phone,secondary_phone,primary_email,website,address,clinic_street,clinic_number,clinic_city,clinic_county,clinic_other_details,facilities,clinic_specialities
Policlinica cu Plata - Ploiesti,"In ultimii ani, am demarat un amplu proces de modernizare pentru ca dumneavoastra sa dispuneti de cele mai eficiente servicii medicale. De asemenea, colectivul nostru profesional este compus din medici cu o vasta experienta si din personal mediu sanitar competent. Cu totii concura la continua eficientizare si profesionalizare a asistentei medicale primare si de specialitate, acordate de societatea noastra.",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""S"": [], ""D"": []}",,,pcuplata@yahoo.com,http://www.policlinicacuplata.ro,"Str. Decebal nr. 5Prahova, Ploiesti",,,,,,,"[""Cardiologie"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Psihiatrie"", ""Reumatologie"", ""Stomatologie"", ""Urologie""]"
Policlinica Dentara Botosani,"Laboratorul nostru este dotat cu aparatura performanta de radiologie si imagistica dentara digitala si permite efectuarea rapida a unor radiografii de inalta calitate, folosind doze minime de radiatii.",Cabinet/Clinica Stomatologica,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,rxdent.policlinicbt@gmail.com,http://radiologie-dentara-digitala.3x3x3.biz/index.php/contact-2/,"Strada Marchian nr. 9Botosani, Botosani",,,,,,,"[""Radiologie - Imagistica Medicala"", ""Stomatologie""]"
Policlinica Diamed Sibiu,,Clinica Medicala,,,,office@policlinicadiamed.ro,http://policlinicadiamed.ro,"Str. Poet Dimitrie Anghel nr. 11Sibiu, Sibiu",,,,,,,"[""Cardiologie"", ""Chirurgie Generala"", ""Chirurgie Toracica"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Hematologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Otorinolaringologie (ORL)"", ""Psihiatrie""]"
Policlinica Dr. Citu,"Policlinica Dr. Cîtu este prima policlinica particluara din Timisoara, ale carei baze au fost puse înca din 1993, când notiunea de medicina particulara era la început.",Clinica Medicala,,,,office@policlinicadrcitu.com,http://www.policlinicadrcitu.com,"B-dul Victor Babes nr. 27Timis, Timisoara",,,,,,,"[""Cardiologie"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Familie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Psihiatrie"", ""Psihologie""]"
Policlinica Elga Craiova,"oliclinica Elga din Craiova, a fost infiintata in anul 1997 avand ca scop crearea unui mediu adecvat pentru optimizarea satisfacerii nevoilor pacientului, accentul fiind pus pe calitatea serviciilor oferite, personalul calificat si medicii renumiti, cu experienta. Intreaga activitate se desfasoara in doua sedii localizate in Craiova si este centrata pe atingerea celor doua prioritati: calitatea actului medical si satisfacerea nevoilor pacientilor prin investitiile in aparatura medicala de ultima generatie si colaborarea cu personal medical de top.",Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""S"": [{""startTime"": ""07:30"", ""endTime"": ""13:30""}], ""D"": []}",,,contact@policlinicaelga.ro,http://www.policlinicaelga.ro,"Str. Mihai Eminescu nr. 2 si nr. 32Dolj, Craiova",,,,,,,"[""Boli Infectioase"", ""Cardiologie"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Neurologie Pediatrica"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Pneumologie"", ""Psihiatrie"", ""Psihologie"", ""Radiologie - Imagistica Medicala"", ""Recuperare, Medicina Fizica si Balneologie"", ""Reumatologie"", ""Urologie""]"
Policlinica Estclinic,"Policlinica Estclinic este o policlinica tanara ce ofera servicii la standarde inalte de calitate datorita profesionalismului medicilor si a aparaturii de ultima generatie. Cu centru de diagnosticare si analiza medicala competente, incercam sa acoperim toate specialitatile si sa aducem serviciile noastre la cele mai inalte standarde posibile. Prin calitatea serviciilor medicale ofertite, EstClinic isi propune sa se impuna pe piata din domeniu pentru a deveni un punct de referinta in activitatea medicala pe plan local si regional.",Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""18:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""18:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""18:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""18:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""18:00""}], ""S"": [], ""D"": []}",,,office@estclinic.ro,http://estclinic.ro,"Str. Octav Onicescu nr. 39Botosani, Botosani",,,,,,"[""Rezultate analize - online""]","[""Cardiologie"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Pediatrie"", ""Pneumologie"", ""Psihologie""]"
Policlinica Joita,"Policlinica Joita a fost inaugurata in luna ianuare 2019 . Este o investitie privata, realizata cu scopul de a oferi servicii medicale de calitate la standarde europene într-un spatiu modern , adecvat activitatilor medicale, dotat cu cea mai performanta tehnologie medicala de pe piata in momentul actual.",Cabinet Medical,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,office@policlinicajoita.ro,https://policlinicajoita.ro,"Calea Bucuresti Nr.35Giurgiu, Joita",,,,,,,"[""Cardiologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Medicina de Familie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Muncii"", ""Obstetrica - Ginecologie"", ""Otorinolaringologie (ORL)"", ""Radiologie - Imagistica Medicala"", ""Stomatologie""]"
Policlinica Lisimed,,Clinica Medicala,,"{""label"": ""phone"", ""value"": ""0249 402 000""}","[{""label"": ""phone"", ""value"": ""0732 161 762""}, {""label"": ""fax"", ""value"": ""0371 400 744""}]",office@lisimed.ro,http://www.lisimed.ro,"Str. Aleea Tineretului nr. 1DOlt, Slatina",,,,,,"[""Rezultate analize - online""]","[""Cardiologie Pediatrica"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Endocrinologie"", ""Medicina Generala"", ""Medicina Interna"", ""Medicina Muncii"", ""Nefrologie"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Psihiatrie"", ""Psihologie"", ""Urologie""]"
Policlinica M&M,"Suntem Policlinica M&M, policlinica privata ce ofera servicii medicale complete, in Craiova. Dispunem de un colectiv medical profesionist si de aparatura de ultima generatie si asiguram consultatii gratuite la specialitatile aflate in contract CAS!",Clinica Medicala,,,,office@mmmedical.ro,http://mmmedical.ro,"Str. Dr. Nicolae Ionescu-Sisesti nr. 19ADolj, Craiova",,,,,,,"[""Cardiologie"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Psihiatrie"", ""Recuperare, Medicina Fizica si Balneologie"", ""Urologie""]"
Policlinica Marmed,,Clinica Medicala,,,,marmed@marmed.ro,http://www.marmed.ro,"Str. Matei Corvin nr. 19Mures, Targu Mures",,,,,,,"[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Psihiatrie"", ""Recuperare, Medicina Fizica si Balneologie"", ""Reumatologie"", ""Stomatologie"", ""Urologie""]"
Policlinica Medaura,"Ne aflam pe piata serviciilor medicale din anul 1992 si ne-am dezvoltat pe parcursul anilor, azi având peste 25 de medici primari, specialisti, cadre universitare, doctori în stiinte medicale si de asemenea, psiholog si personal medical calificat.",Clinica Medicala,,"{""label"": ""phone"", ""value"": ""0251 - 524 314""}","[{""label"": ""phone"", ""value"": ""0735 855 233""}, {""label"": ""fax"", ""value"": ""0251 - 562 372""}]",office@medaura.ro,http://www.medaura.ro,"Str. Caracal nr. 50Dolj, Craiova",,,,,,,"[""Cardiologie"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Otorinolaringologie (ORL)"", ""Psihiatrie"", ""Psihologie"", ""Recuperare, Medicina Fizica si Balneologie""]"
Policlinica Medica,"Investitiile în aparatura medicala moderna si performanta, largirea constanta a ariei de acoperire a serviciilor medicale, sunt destinate sa satisfaca din toate punctele de vedere pacientii care apeleaza la serviciile medicale oferite. Cooptarea unei echipe de medici competenti si recunoscuti, cât si prezenta unui personal auxiliar bine pregatit sunt menite sa consolideze locul ocupat de policlinica Medica pe piata de profil din Sibiu si nu numai.",Clinica Medicala,,"{""label"": ""phone"", ""value"": ""0269 - 212 079""}","[{""label"": ""phone"", ""value"": ""0728 235 234""}, {""label"": ""fax"", ""value"": ""0269 - 235 234""}]",programari@policlinicamedica.ro,http://www.policlinicamedica.ro,"Calea Dumbravii nr. 107Sibiu, Sibiu",,,,,,,"[""Cardiologie"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Familie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Psihiatrie"", ""Radiologie - Imagistica Medicala"", ""Urologie""]"
Policlinica Medica,"De mai bine de 18 ani acordam atentie îngrijirii sanatatii dumneavoastra, si o facem cu responsabilitate si profesionalism!",Centru Medical,,,,programare@policlinicamedica.ro,https://www.policlinicamedica.ro,"Calea Dumbravii 107(colt cu str. Aron Pumnul)Sibiu, Sibiu",,,,,,,"[""Cardiologie"", ""Cardiologie Pediatrica"", ""Dermatologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Investigatii Imagistica"", ""Medicina de Familie"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Psihiatrie"", ""Reumatologie"", ""Urologie""]"
Policlinica Medica Family Center Selimbar,,Centru Medical,,,,programare@policlinicamedica.ro,https://www.policlinicamedica.ro,"Strada Doamna Stanca 13GSibiu, Selimbar",,,,,,,"[""Cardiologie"", ""Cardiologie Pediatrica"", ""Dermatologie"", ""Endocrinologie"", ""Investigatii Imagistica"", ""Medicina de Familie"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Psihiatrie"", ""Reumatologie"", ""Urologie""]"
Policlinica Pelican - Rogerius,"Grupul Pelican este cel mai mare furnizor privat de servicii medicale integrate din Transilvania, cu peste 170.000 de pacienti anual. Grupul Pelican este in prezent cel mai mare investitor din domeniul privat al asistentei medicale, avand investiti peste 15 milioane de euro; planurile grupului prevad de asemenea extinderea si imbunanatirea serviciilor oferite pacientilor din toata Transilvania. Grupul Pelican este de asemenea si cel mai mare angajator privat de personal medical, in prezent in cadrul grupului lucrand peste 400 de specialisti, atat din cadrul personalului cu studii superioare cat si al personalului mediu. Standardele ridicate de performanta, cat si experienta de peste 11 ani in domeniu au contribuit decisiv la cresterea adresabilitatii si cotei de piata a grupului Pelican.",Clinica Medicala,,,,callcenter@spitalpelican.ro office.oradea,http://www.spitalulpelican.ro,"Str. Corneliu Coposu nr. 2Bihor, Oradea",,,,,,,"[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Nefrologie"", ""Neurochirurgie"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Oncologie Medicala"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Pneumologie"", ""Psihiatrie"", ""Radiologie - Imagistica Medicala"", ""Reumatologie"", ""Urologie""]"
Policlinica Poliana - Dorobantilor,Acces prin str. Prof. Dr. Ion Bogdan,Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""18:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""18:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""18:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""18:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""18:00""}], ""S"": [], ""D"": []}",,,receptie.dorobanti@poliana.ro,https://www.poliana.ro,Calea Dorobantilor nr. 58 Sector 1 Bucuresti,,,,,,,"[""Dermatologie"", ""Endocrinologie"", ""Geriatrie si Gerontologie"", ""Medicina de Familie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie""]"
Policlinica Poliana - Marasesti,"Clinica si-a inspirat numele din personajul unei carti celebre, fara varsta, scrisa acum mai bine de 100 de ani, dar mai actuala decat oricand, numita “Pollyanna” — un suflet frumos, de copil, care reuseste sa-i inspire pe oameni printr-un optimism contagios. Poliana inseamna puterea de a vedea binele chiar si in spatele unei vesti proaste, forta launtrica de a ramane optimist in ciuda, poate, a unei realitati care nu-ti da prea multe motive de bucurie.",Clinica Medicala,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""14:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""14:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""14:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""14:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""14:00""}], ""S"": [], ""D"": []}",,,receptie.marasesti@poliana.ro,https://www.poliana.ro,B-dul Marasesti nr. 90 Sector 4 Bucuresti,,,,,,,"[""Dermatologie"", ""Endocrinologie"", ""Geriatrie si Gerontologie"", ""Medicina de Familie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie""]"
Policlinica Polimed Pucioasa,"Policlinica Centrului Medical Polimed din Pucioasa, va ofera: Consultatii de medicina de familie, psihiatrie, fizioterapie si recuperare medicala, pneumologie, ORL. Analize medicale. Zilnic, probele recoltate în Policlinica Pucioasa sunt transportate în conditii de siguranta la laboratorul din sediul central de la Târgoviste. Rezultatele sunt disponibile on-line si pot fi ridicate a doua zi dupa ora 12:00, de la sediul din Pucioasa.",Centru Medical,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,,,,,,,,,,"[""Fizioterapie"", ""Medicina de Familie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Otorinolaringologie (ORL)"", ""Pneumologie"", ""Psihiatrie"", ""Recuperare, Medicina Fizica si Balneologie""]"
Policlinica Povernei,In cadrul Centrului Medical Povernei functioneaza 20 de cabinete care ofera consultatii si tratamente de specialitate.,Clinica Medicala,,,,,http://policlinica-povernei.meximas.com,,,,,,,,"[""Cardiologie"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie""]"
Policlinica Profesmed,"Policlinica de elita PROFESMED Prof. Dr. Dumitru D. Branisteanu, este unul din centrele medicale private de traditie din Iasi, activând din 1996.",Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""S"": [{""startTime"": ""07:30"", ""endTime"": ""13:30""}], ""D"": []}",,,contact@policlinicaprofesmed.ro,http://www.policlinicaprofesmed.com,"Str. Vasile Conta nr. 18Iasi, Iasi",,,,,,,"[""Anatomie Patologica"", ""Cardiologie"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Medicina de Familie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Neurologie"", ""Neurologie Pediatrica"", ""Obstetrica - Ginecologie"", ""Otorinolaringologie (ORL)"", ""Radiologie - Imagistica Medicala"", ""Recuperare, Medicina Fizica si Balneologie"", ""Reumatologie"", ""Urologie""]"
Policlinica Radusan Cluj-Napoca,"Policlinica Radusan este investitia unui medic roman stabilit in Germania. Dr. Ralph Sander, medic de obstetrica-ginecologie in Ludwigsburg- Germania, aduce competenta si seriozitatea germana in atentia dumneavoastra, oferindu-va servicii medicale in multiple specialitati clinice: Acupunctura, Alergologie, Ecografie, Endocrinologie, Medicina generala, Medicina interna, Neurologie, Obstetrica-Ginecologie, Psihiatrie, Psihologie. Dotata cu un laborator german ultramodern si ultraperformant, INTERMED, deschis in parteneriat cu un important lant de laboratoare din Germania, Intermed LADR, policlinica ofera o gama extinsa de investigatii: biochimie, imunologie, alergologie, hematologie, serologie, microbiologie, toxicologie, markeri endocrini, ososi, tumorali.",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}","{""label"": ""phone"", ""value"": ""0264 - 402 460""}","[{""label"": ""phone"", ""value"": ""0723 212 939\r\n0754 019 354""}, {""label"": ""fax"", ""value"": ""0264 - 402 460""}]",office@radusan.com,http://www.radusan.com,"B-dul 21 Decembrie 1989 nr. 131ACluj, Cluj-Napoca",,,,,,"[""Rezultate analize - online""]","[""Alergologie si Imunologie Clinica"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Pediatrie"", ""Psihiatrie"", ""Psihologie""]"
Policlinica Sala Palatului,"Policlinica Sala Palatului, deschisa pe 27 mai 2015, are ca scop oferirea de servicii medicale integrate oricaror persoane care îsi doresc calitate, etica si profesionalism în actul medical.",Clinica Medicala,,,,ps2@fundatiareginamaria.ro,https://www.policlinicasalapalatului.ro,"Strada Ion Campineanu nr. 23, Sector 1 Bucuresti",,,,,,,"[""Cardiologie"", ""Dermatovenerologie"", ""Endocrinologie"", ""Investigatii Imagistica"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Pediatrie"", ""Recuperare, Medicina Fizica si Balneologie"", ""Stomatologie""]"
Policlinica SalvoSan  Cluj-Napoca,"SalvoSan furnizeaza cu promptitudine si profesionalism servicii medicale din anul 1991 si se afla intr-un proces rapid de extindere a ariei de operare, adaugand continuu domenii medicale noi si imbunatatindu-si cele deja existente, astfel ca in acest moment poata trata cu succes aproape orice problema medicala. Datorita calitatii serviciilor medicale prestate, Salvosan reuseste sa satisfaca cererile celor mai exigenti clienti, mentinundu-si statutul de lider zonal pe piata serviciilor medicale. Achizitia de aparatura moderna si performanta si imbunatatirea constanta a relatiilor cu partenerii si clientii sunt printre prioritatile politicii noastre.",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,cluj@salvosan.ro,http://www.salvosan.ro,"Str. Victor Babes nr. 25Cluj, Cluj-Napoca",,,,,,,"[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Chirurgie Generala"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Otorinolaringologie (ORL)"", ""Psihiatrie"", ""Psihologie"", ""Radiologie - Imagistica Medicala"", ""Reumatologie"", ""Urologie""]"
Policlinica Sfantul Ioan - Baia Mare,"Policlinica Sfantul Ioan ofera servicii medicale de calitate, acordate de personal specializat, adresate tuturor categoriilor de pacienti, asigurati sau neasigurati, avand posibilitatea efectuarii unei game largi de consultatii si proceduri in scop diagnostic si/sau terapeutic. Misiunea noastra este sa intampinam fiecare pacient cu grija, sa ne asiguram ca este investigat si diagnosticat corect, ca este tratat complet, la timp, cu profesionalism si cu respect. Avem credinta ca medicina fara ajutorul tehnicii nu mai poate fi imaginata, dar ca, fara omenie si respect pentru valorile morale, aceasta ramane o simpla meserie.",Clinica Medicala,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,contact@policlinicasfantulioan.ro,http://www.policlinicasfantulioan.ro,"Str. Republicii nr. 30Maramures, Baia Mare",,,,,,,"[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Chirurgie Generala"", ""Chirurgie Pediatrica"", ""Chirurgie Plastica, Estetica si Microchirurgie Reconstructiva"", ""Dermatovenerologie"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Neurochirurgie"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Psihiatrie"", ""Psihologie"", ""Radiologie - Imagistica Medicala"", ""Urologie""]"
Policlinica Spitalului Romgermed Saint Lukas,"Inca de la inceputul activitatii ne-am angajat sa fim printre cei mai buni in domeniul serviciilor medicale private. Am reusit prin furnizarea de asistenta medicala de calitate si servicii complete, prin respectarea dreptului fiecarui pacient la un diagnostic corect si la un plan de tratament adecvat. Deviza noastra, ""Sanatate pentru toti!"", ne aminteste de rolul asumat in imbunatatirea sanatatii comunitatii in care ne desfasuram activitatea prin asigurarea unui acces eficient al pacientilor la ingrijire medicala accesibila si de calitate.",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}","{""label"": ""phone"", ""value"": ""021 - 311 00 75""}","[{""label"": ""phone"", ""value"": ""0787 428 830\r\n0727 999 602""}, {""label"": ""fax"", ""value"": ""021 - 311 00 75""}]",office@saintlukas.ro,http://www.clinicaromgermed.ro,Calea Plevnei nr. 137C sector 6 Bucuresti,,,,,,"[""Rezultate analize - online"", ""Loc de Parcare"", ""Plata cu cardul""]","[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Chirurgie Plastica, Estetica si Microchirurgie Reconstructiva"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Psihiatrie"", ""Reumatologie"", ""Urologie""]"
